marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,review_length,length_bin,month,category
US,26650607,RZ16PPIFSECXX,B0060C3DG0,953242257,Norton Antivirus 2012  (3 PC/1 User ),Digital_Software,4,0,1,False,False,Protected,Bought this product to protect my computer.  It was nice to just download and it was pretty easy.  Price was great also.,2012-07-13,22,short,2012-07,software
US,14130783,R358O1HXNXYTAV,B002HP8EKE,119189401,Honest Face,Digital_Music_Purchase,1,2,2,False,True,Free doesn't always mean good,"While randomly checking my recent purchases to see if I've rated/reviewed everything, I noticed this in my \""purchase\"" selection. Curious, because I have never heard of it before, I checked out the MP3 download and saw a bunch of comments/reviews about how this was what Amazon gave them. Basically, it's a free download for some odd reason. I figured out why it's a free one and why Amazon gives it away. It's because no one would actually buy the MP3 normally.<br /><br />The music reminds me more of a carosel or carnival atmosphere. I'm sure if you enjoy that sort of music, you'll enjoy this song, but for me, I didn't care for it. Wasn't crazy about it whatsoever. What sucks is that amzaon just gives it to you without any warning or notice. It would have been nice to know you get this song, but there's nothing.<br /><br />Normally I would say I don't recommend it to anyone and they shouldn't purchase it, but it's not like most of us have a choice. It's automatically downloaded for you.<br /><br />It's free though, so you can have your choice of whether you want it or not. I'd say no, you don't. But feel free to listen to it and see what you think. It is, after all, free to download.",2012-01-30,220,long,2012-01,music
US,10389690,R1U3L6UAUJAR0S,B008D7F47Q,886655228,FIFA Soccer 13,Digital_Video_Games,1,1,2,False,True,I need help,"I bought the game, I had no problems installing it.<br />I can open it, set etc, but when I click on the play button, the game comes out and not to do.<br />It is the first time I get this with a game.<br /><br />The computer I have is a Toshiba Qosmio X775 and really do not think that this computer can not run this game.<br /><br />Any help you can give me is welcome.<br /><br />thanks",2012-12-13,77,medium,2012-12,games
US,40757911,R39XXT7KMWEGDT,B007EMP94Y,829147424,DCU: Justice League: Doom,Digital_Video_Download,2,2,5,False,False,It's all been done before.,"I give it two stars because it takes a lot to make a film, and that effort alone earns some respect. This doesn't mean that you should spend any money on it.<br /><br />The story that was told in the Grant Morrison run of JLA was big and important because of how it changed everyone's view on Batman. There were issues to deal with after the big reveal. As a stand alone movie, they can't possibly show that. Everything has to wrap up because: A) There is no sense of continuity and B) It's all just excuses to have fights.<br /><br />Spoiler Alert!!! (in case you can't guess how it will all end)<br /><br />In the Justice League series, it's shown that bad guys could beat the JL when they worked as a team. The Justice League, as a team, had to work together to cover each other's weaknesses and help each other. This isn't true for the movie. In the movie they just beat up the same villains that they had beaten before. It's even stressed that with out the help of Batman's plan and Vandal Savage's guidance, then they wouldn't have stood a chance against the super heroes. Nothing is learned, and the use of a team is just an excuse to have a bunch of fights in close proximity.<br /><br />The hall of doom has been used in the series where all the voices are from. Fans of the earlier series have nothing to gain by watching Justice League Doom. Just avoid it.",2012-03-16,256,long,2012-03,videos
US,33362308,R1FNSOZ81PYNIF,B00365FIIK,114246934,Ledman Pickup,Digital_Ebook_Purchase,2,0,0,False,True,Never caught my interest,"Several people want to recover a mysterious black box that disappeared while being shipped back to the manufacturer.<br /><br />Never caught my interest. None of the people were intriguing, and the box might have been but Lichtenberg spent too much time describing everything about its developing consciousness. I only got a quarter of the way through before giving up.",2012-03-07,59,medium,2012-03,ebooks
US,48042555,R32QXRJGB8YK20,B0064PFB9U,232554866,Office Mac Home and Student 2011 - 1PC/1User [Download],Digital_Software,2,463,502,False,True,Annoying,"This software reminds me of why I recently gave up the PC and moved to the Mac.<br /><br />All I wanted for work was Word and Excel.  I am a pretty advanced user and did not want to start experimenting with Mac productivity suites.  So I just decided to buy this, the cheapest version of Office I could find and download onto my 2012 MacBook Air.<br /><br />Now I may have missed the avoid bloatware button when I installed this software but I was very annoyed to see completely unnecessary garbage installed on my computer without my permission.  Microsoft Instant Messenger, a dozen tiny programs I am never going to use.  Microsoft even had the audacity to install an Outlook icon on my task tray.  Since this package does not come with Outlook I was intrigued (as well as annoyed that so many icons had just been installed) so I clicked it.  Nothing but a message telling me I had to buy Outlook if I wanted to use it.  Seriously?  One of the biggest software companies in the world using adware like a cheap shareware program?<br /><br />It's especially annoying to have unnecessary junk like that on a machine with only 256Gb of hard drive space.  So consider that when installing, maybe there is an option to be more selective and I skipped over it by mistake.<br /><br />So annoying hard drive wasting bloatware aside, it's Office, just like I'm used to.  The interface has changed some, but it seems perfectly usable for my needs.  I've not used it enough to establish if there is any major flaws in it so far, I guess time will tell.",2012-06-24,277,long,2012-06,software
US,22744521,R2DZN88POAN0NT,B000IK8JTG,310046573,Emily Bronte's Wuthering Heights,Digital_Video_Download,3,0,1,False,True,"meh, it was ok.","keeping in mind that cathy was 18 when she died, it was totally wrong - the actors were too old for the parts.<br /><br />the writing was good and kept in line with the book. fiennes did an understated, malevolent heathcliff. costuming and location were good. overall i like the tom hardy version better.",2012-10-06,54,medium,2012-10,videos
US,33095532,R2SC00JTTSJ1DZ,B0051VFPGW,23343013,The Belgian Hammer: Forging Young Americans into Professional Cyclists,Digital_Ebook_Purchase,5,4,4,False,True,Breaking Into the Professional Cycling Circuit,"Racing in Belgium takes all young American rookies by surprise as it's faster, more dangerous, more difficult and the conditions more challenging than anything they've experienced in the States.  However, the strong racers usually survive and eventually thrive in these intense Belgian competitions returning to America as professional cyclists.  Interesting, insightful and informative Daniel Lee's THE BELGIAN HAMMER: FORGING YOUNG AMERICANS INTO PROFESSIONAL CYCLISTS keeps you clicking through the cogs as the key races he describes reach critical mass and the young Americans display their raw talent: Displays like Ben King's dramatic breakaway win of the 115 mile US Pro Road Race Championship or Taylor Phinney's US Pro Time Trial Championship win in Greenville in September 2010.  This book describes contemporary American youths' racing experiences -- mostly young men based in Belgium, the groundzero of introductory European style racing -- and how these young guns master the skills needed to successfully ride their way into the future; a future in racing that unfortunately only rewards a very select few.  It tells the story of the developmental programs and their primary importance in creating a reality where young American racers can focus on their racing leaving most of the logistics of living in Belgium to others, who just happen to double as coaches.  Reading THE BELGIAN HAMMER makes you want to yank your bike off the trainer and peel off down the road regardless of the fact that the roads are snow-covered and temperatures are in single digits.  George Hincapie's Foreword adds a nice touch to a book that should inspire aspiring young American racers to forge ahead and achieve their dreams.",2012-01-19,271,long,2012-01,ebooks
US,28150814,R2OBXX3I1EFCBP,B001V7QIDO,225309182,Xbox 360 Live Points Card,Digital_Video_Games,5,0,0,False,True,"Perfect, instant online game code",After successfully submitted purchase the Online Game Code immediately popped up (and forwarded to my associated email).  Instant access to point! very useful since I needed some minor content for a new game. 5stars!,2012-02-28,34,short,2012-02,games
US,38002140,R1ZC9QN9MKDZ1S,B002DEZXOE,397420719,Woodstock: 3 Days of Peace and Music Director's Cut,Digital_Video_Download,3,1,4,False,False,The Really Big Show of the Year,"Woodstock, 1969 film     The story begins with a local man talking about the famous outdoor show put on in August 1969 in Bethel New York. Workers prepare the ground (a cow pasture) for the show. There is a raised stage, lights are lifted into position. It took nine months to prepare. Bands rehearse. People arrive on various vehicles, like old school buses rented for the occasion. Unusual costumes are worn. Some dance, driven by an inner spirit. [If you drove south on the Thruway from New Paltz that Friday evening you would have seen tremendous lines of cars waiting to exit.] The various comments tell what people thought. Accommodations quickly fill up in the nearby towns. Helicopters are hired to transport performers and their equipment. An announcer reads messages to the crowd.     The show begins with a song by Richie Havens, how life and war goes on. \""Clap your hands.\"" People enter the grounds by climbing over the wire fences. \""It's a free concert now.\"" Next its \""Canned Heat\"". Joan Baez dreamed about Joe Hill (framed for a robbery-murder), then sings a gospel song. \""The Who\"" sing Eddie Cochrane's famous \""Summertime Blues\"". A couple talk about their non-traditional lives. \""Sha-Na-Na\"" sing their one big hit. A man talks about yoga. Joe Cocker sings a Beatle's song and feels the emotions. Rain causes a pause that creates mud and complaints. Sliding in the mud and other acts are shown. This show will be a financial disaster. \""Country Joe and the Fish\"" play music then sing. Arlo Guthrie sings about flying into Los Angeles. People pass a joint around. \""Crosby, Stills and Nash\"" sing and play music. [They needed more practice.] \""Ten Years After\"" sings \""Go home to my baby\"" and other songs. Then the Intermission.    The new dawn brings new acts. Grace Slick sings with the \""Jefferson Airplane\"" band.. Visitors comment on conditions and phone home. \""Its so great in some ways and so lousy in others.\"" People walk through the mud. Is there gas for cars? A group sings. John Sebastian speaks to the crowd then sings about aging and new conditions. [Does it make sense?] \""Country Joe\"" sings his big hit song. [Nihilism?] An old man complains about the crowd, he lost all his milk and the hay was ruined. Others comment on \""the kids\"". Some bathe in the pond, skinny-dipping. A surfboard in this pond?\"" \""Santana\"" plays \""Soul Sacrifice\"" with its frenzied drumming. \""Sly and the Family Stone\"" sing about getting higher. He asks for a sing-along at night. Janice Joplin sings about not having someone to love. [Maybe it's a personal problem?] Can they feed breakfast to 400,000? The portable toilets are serviced. \""See you later.\"" Max Yasgur speaks to the crowd. What does this show?     Jimi Hendrix plays a guitar in his style and sings. Recognize the tune \""To Anacreon in Heaven\""? The empty grounds look like the aftermath of a tornado, clothing covers the grounds. A man tries on discarded shoes. We see the large crowds still there. Then it ends with a view before the show. The credits roll naming the performers and the others who worked on this production. The song \""Woodstock\"" was written by Joni Mitchell. At the end there is a list of people who have lived. \""Find the cost of Freedom\""? This movie is dedicated to the \""Woodstock Generation\"". Does anyone use that phrase anymore? After forty years this movie seems less great as if it has aged. [Or is it me?] Those performers are mostly a memory today. History has turned another page. NY politicians passed new laws to ban this type of concert. [I once read that some of the investors bought out the others, then profited by selling the film rights. Does that sound like show business?] This movie, like those from the 1930s, is a historical record of that era. The failure to control and collect admissions put an end to these open space shows. It's the money, not the music, that's important.",2012-03-30,667,extra_long,2012-03,videos
US,43249149,R138INKWO7NUMG,B0064WV6ZG,646334962,American Girl,Digital_Music_Purchase,3,0,0,False,False,"Intricate and jazzy, but just a little off for me","A qualifier, if you please: I am a DEFINITE FAN of this series and was almost depressed after the finale because there weren't any more episodes to look forward to.  I downloaded the CDs as SOON as they were available.  That said, listening to the song independent of the stage performances gives greater insight into the judges' comments about technique and harmony - but none of the songs are unworthy!<br /><br />I am listening to the album as I write this review to be as, um, \""fair\"" as possible.<br /><br />Afro Blue has amazing blends and technique.  Though I am not a big fan of jazzy sounds, I can definitely appreciate the flavor they bring to their arrangements.  The judges thought this was one of their best performances - minus the decision to add the \""star-spangled banner\"" insert... which I always liked.  I enjoy listening to it and it's light-hearten nature makes me smile.<br /><br />The lead singer does have an amazing voice and it is quite distinct when you listen to their songs - if you listen you can always hear her.  Her flavor brings out the flirtiness of this song and she was an excellent choice as lead here.  Christy, the superstar of the group, is more in the background but her harmonies lend depth to the song.",2012-01-15,220,long,2012-01,music
US,40863839,R249K5B87VOCFY,B005HYI7H2,120265227,Quicken Home & Business 2012 [OLD VERSION],Digital_Software,5,1,1,False,True,TAKE CONTROL!!!!,"I mean it!! Take FULL control of your finances; both Business AND Personal.<br /><br />This particular \""flavor\"" of Quicken is for Home and Business and it is ultra simple, ultra precise and the kind of program that you do not have to be a bookkeeper to use. I'm a Freelance Writer not an Accountant. I'm a Sole Proprietor, not a big or even medium sized business. Quickbooks is way too much program both feature wise and money wise and it doesn't easily integrate Home (personal)and Business income and expenses. I know because I used to use it. (It actually will do both, but it's a pain to set up and use).<br /><br />Quicken for Home and Business will let you set up and print estimates and invoices and let you print statements including finance charges if your client is late in paying. You have full control of your business without using separate spreadsheets and invoice programs and it tracks all of this information seamlessly and you can generate reports accordingly.<br /><br />In just minutes every day I download transactions from my Bank and Credit Card companies. I track Income and Expenses and the program assigns Tax tracking categories for BOTH my 1040 (personal) and my Schedule C (self Employment) tax filings.<br /><br />It's loaded with reports. Income, expense, budget, tax, p&l, cash flow..name it..it's there at a glance, and this is where you take control...no mysteries...you can simply see where you are financially with a mouse click...no guesswork; no waiting for outside accounting reports; YOU'RE in control. You can track your personal expenses and compare them to the budget you've set up...you can then adjust your \""lifestyle\"" accordingly and head off financial problems before they happen...you're in control and you'll know at any time, exactly where you are for the month and/or year and where you're headed<br /><br />I balance my checking accounts and can assign income and expense accounts out of each checking account and \""tag\"" transactions accordingly...what this means is that I can use my business debit card to make a personal purchase and tag the transaction accordingly; the transaction is then reported as a personal expense for tax purposes....no time consuming transfers of funds or separating shoeboxes of receipts. You can still write paper checks (you dinosaur, you!) and when you order paper checks from your bank, you can get those which you can use in your printer and Quicken will print the checks and number them automatically for tracking purposes.<br /><br />It has automatic Bill Reminders; both business AND personal. It allows for Online Bill Paying although that particular feature is for \""cost per month\"" ($9.95); however if your Bank has the feature as part of your account services, you can just download the transaction from its website and match the transaction to the one you've entered in the Quicken register...simple and cost effective.<br /><br />I've really just scratched the surface here....It does everything but make coffee and talk back! It's the best personal assistant and bookkeeper I've ever had! AND it was easy to download right here at Amazon...it didn't take much time at all and was really easy to install and set up.<br /><br />If you need simple but powerful financial software that saves you time and money and which allows you to spend your time productively rather than chasing your finances and pulling out your hair at tax time, then Quicken for Home and Business 2012 IS for you.hat this means is that I can use my business debit card to make a personal purchase and tag the transaction accordingly; the transaction is then reported as a personal expense for tax purposes....no time consuming transfers of funds or separating shoeboxes of receipts. You can still write paper checks (you dinosaur, you!) and when you order paper checks from your bank, you can get those which you can use in your printer and Quicken will print the checks and number them automatically for tracking purposes.<br /><br />It has automatic Bill Reminders; both business AND personal. It allows for Online Bill Paying although that particular feature is for \""cost per month\"" ($9.95); however if your Bank has the feature as part of your account services, you can just download the transaction from its website and match the transaction to the one you've entered in the Quicken register...simple and cost effective.<br /><br />I've really just scratched the surface here....It does everything but make coffee and talk back! It's the best personal assistant and bookkeeper I've ever had! AND it was easy to download right here at Amazon...it didn't take much time at all and was really easy to install and set up.<br /><br />If you need simple but powerful financial software that saves you time and money and which allows you to spend your time productively rather than chasing your finances and pulling out your hair at tax time, then Quicken for Home and Business 2012 IS for you.",2012-08-05,823,extra_long,2012-08,software
US,48916706,R1EOJ736F3VIP5,B004QZAHWQ,338512141,Organizer Pro for PC,Digital_Software,5,3,3,False,False,I Love Organizer Pro,"I had Organizer Pro with earlier versions of Windows and loved it.  I've been limping along with other systems, but decided to just go ahead and buy the updated version.  I'm kappy to have it again with Win 7.  It's well worth the money.<br /><br />The download did not install the first time, but I temporarily closed my firewall and anti-virus protection; then it installed perfectly.",2012-06-06,66,medium,2012-06,software
US,28603784,RHYV9Q9FUCE8A,B003SX16CM,190160525,TomTom Lifetime Map Update [Online Map Code],Digital_Software,3,0,0,False,False,It took 2 days for me to update my Tom Tom!,"I took the advice from a customer review and contacted Tom Tom Support to start the process. I'm glad I did because they had to download the correct software for me.  The activation code was not for the correct software. Then I spent the next 2 days trying to download and update my device, several times.  I use a laptop and found out that I had to disable the screensaver, change the power saving options to \""never\"" because if the computer doesn't stay awake, this will cause a problem. I use a wireless connection and learned that this caused a problem, because I kept getting an error message \""Tom Tom timed out\"". To fix this I had to connect to the modem with a cable and disable the wireless connection. Since everything takes so long to download, I had to attempt the download, and call Support back again, each time it didn't work for them to help me.  One thing I learned is that the items are first downloaded to your computer so even if it doesn't successfully update your device, you can select \""install items from my computer\"" and try this again BEFORE downloading everything again, which takes hours. This is what I did.<br /><br />This was WORK, but finally, the 2nd day, I shut down my computer, restarted the computer, then restarted Tom Tom Home and then everything successfully installed on my device. Good Luck.",2012-10-16,237,long,2012-10,software
US,16262477,R2I1EMHKUEW7C0,B006YXTRHY,859175117,The Twilight Saga: Breaking Dawn - Part 1,Digital_Video_Download,3,0,0,False,True,movie review,"was a really great movie, my wife really enjoyed it just like she did all of the other ones in the series,",2012-04-18,22,short,2012-04,videos
US,23127762,RR6A5TX5DQE29,B0057U14BC,556430944,Shock Totem 1: Curious Tales of the Macabre and Twisted,Digital_Ebook_Purchase,2,10,15,False,False,I Regret How Much I Don't Like This,"I was profoundly disappointed in this publication. After a glowing letter from the editor and a couple years of putting off reading an issue I was expecting... well... more than I got. There were only two stories I thoroughly enjoyed, most I read and thought had merits but was frustrated with overall and one  made me so mad I skipped it. The bios for the authors were insanely long, something that was made far more apparent by the Kindle's format, one was even longer than the story it was there for. The interviews were alright I guess but I felt like the interviewers spent too much time trying to make themselves look and seem like they were the most awesome thing ever. I felt like the reviews were poorly selected, I usually enjoy reading reviews of movies and books but when you have a review of a book that's more than 30 years old you have to stop and ask yourself why even include it. And the section at the end where the writers explained where the ideas for their stories came from seemed like an exercise in self-love. I don't know that ANY story merits a full explanation for its origins but certainly not some that may or may nor go anywhere in the next ten years. It felt like the editor and publisher felt they were more important than they are.<br /><br />I can't complain TOO loudly, I didn't pay much for it and clearly many other people enjoyed this issue. I just won't be purchasing from them again unless I hear that something drastic has changed. I wouldn't say DON'T buy this, just don't set your hopes as high as I did.",2012-02-26,285,long,2012-02,ebooks
US,25594368,RTZ0B4DW2YSNK,B00457VJEU,596701715,Mass Effect 2,Digital_Video_Games,5,1,1,False,True,superb experience all around!!,"this game is absolutely fantastic, played continuously for two day straight.<br /><br />cant stop playing it.<br /><br />graphics good, story is good, mechanics is good,<br /><br />one thing is that shepard cannot turn while sprinting",2012-03-06,35,short,2012-03,games
US,45354889,R2D0KHP489DO1J,B0085NTITS,742077220,Spec Ops: The Line,Digital_Video_Games,5,0,0,False,True,This is so much more than a video game!,"When I first saw trailers for Spec Ops, I was mildly interested - the \""Heart of Darkness\""/\""Apocalypse Now\"" feel was intriguing.  I figured that I would wait until the price had dropped significantly and it had been \""fully\"" reviewed before possibly buying it.  I had gotten so tired of \""just another FPS\"" - roaming around waiting for a head to pop up, interspersed with occasionally interesting (but largely unnecessary) cut scenes.<br /><br />But then Amazon offered the download at half-off, so I went ahead and dove in.  What I found was way beyond what I expected!!!<br /><br />Is this a great FPS?  Not really - it is a pretty linear; the AI ranges from great to iffy, and there is not a lot of weapon selection or customization if that is your bag of tricks.  I would never give it 5 stars for its FPS gameplay.<br /><br />But, the good stuff starts with the visuals and the audio (especially the music).  I was traveling, so I played it on a laptop with the minimum graphics card - a Radeaon 2600 - and it was still stunning!!! (I could even play with the graphics dialed up a little and experience no skipping.)  Meanwhile, the sound effects and music give you the creepy feeling of actually being stuck in this surreal level of Dante's Inferno - even when the background music gives way to classic rock, it only adds to that feel.  Back to visuals, Dubai retains its splendor while looking very believably damaged by the sandstorms that give this game its background.  Visuals and audio would at least get a 4 star rating in my opinion.<br /><br />But those graphics and audio are almost simply a small part of what makes this game great!  You ARE there inside the game, experiencing this challenging moral quagmire as though you were really in it.  Uniforms and wounds look worse and worse, and the characters (both yours and the NPCs) slip further and further into darkness.  Sometimes, it gets a little weird (especially toward the end), but somehow it all works - and works well!<br /><br/>This is not your little brother's video game; this is a walk into darkness - it is war, so gun play is of course a part; it is moving you toward a conclusion, so it can be linear at times.  But, if you drink in the emotion and visceral feel of immersion in this game, you simply will not care.  You will just be unable to put it down, drawn like a moth to the flame, before you are left emotionally and morally drained staring at the screen when it ends.",2012-08-05,442,long,2012-08,games
US,20213378,RVCEDBOM0YT6P,B008EXO3WQ,569301166,The Perfect Hope (The Inn Boonsboro Trilogy Book 3),Digital_Ebook_Purchase,2,7,8,False,True,Disappointed,"This book had the potential, but lacked Nora Robert's famed passion...it was just blah. I had expected this book to be the best, but it ended up being the most dullest of the three. The story lacked the usual love scenes, chemistry between Ryder & Hope, suspense, the ghost aspect wasn't interesting.... just was a let down. This book is not one of Nora Roberts best & its disappointing as a fan.",2012-11-12,72,medium,2012-11,ebooks
US,26381783,R3F397RSBU8SB0,B007KQHBEU,750087563,Finding Emma,Digital_Ebook_Purchase,4,0,1,False,True,Good,"Great book, not a lot of intrigue, but a wonderful story of the loss of a child in two different forms.  The love of a man for his wife and the unstoppable love of a  mother for her child.",2012-11-20,39,short,2012-11,ebooks
US,36912553,R2EHDPN1IXXUSQ,B0060C382Y,283542968,Norton Internet Security 2012 - 1 User 3PC,Digital_Software,1,0,1,False,False,Norton for Mac,"If you want TOTAL blocking to the internet, this is the product for you.<br /><br />Downloaded my version from Comcast for free for Mac, within 4 days I was blocked from accessing my internet provider.<br />Blocked Time Machine and Airport also.<br />Of course, you do not receive an appropriate message to allow access.<br /> Error message is the server is not working or an Apple error.<br />After several attempts to ensuring everything is plugged in, restarting, reloading, and a total headache, I contacted Apple.<br /><br />After an hour paying Apple to help diagnose why I could not back up my wireless PC or access the internet, I mentioned I had downloaded Norton.<br />It was suggested I Unblock the firewall and Voila, I was able to access my services.  Blood pressure dangerously at stroke level.<br /><br />So, if Total blocking is one way to positively prevent your computer from viruses and hackers, then this is the product for you.<br /><br />I have used this product with both windows and mac and have had the same issue.<br /><br />I choose Apple to no longer have these security issues, but relented with all the recent virus scares.<br /><br />I contacted Norton thru Comcast to uninstall Norton totally from all my Apple products.<br /><br />I recommend a do not buy for any Norton products even if it is a free download.",2012-07-19,227,long,2012-07,software
US,43059406,R3AGS6FYDM2FAI,B004QZAE06,43193859,Total War: Shogun 2,Digital_Video_Games,2,4,6,False,True,"Good Idea, Horrible Gameplay!","Another Total War edition. I was very happy to see a \""local\"" campaign mission, instead of the all spanning global battlefields in Rome and Empire. Additionally, the concept of moving to a whole new theater type, moving away from a Europe central game was interesting.<br /><br />However, the gameplay took the rating from a solid 4.5 to a mere 2 since it is very USER UNFRIENDLY.<br /><br />Quickview Pros:<br />-New take on TW with units, \""local\"" campaign, and \""Siege\""-style naval warfare<br />-Stability far improved on newer systems than Empire TW<br />-Decent expansion pack opportunities<br /><br />-\""Drop in\"" battle against online opponents<br /><br />Cons:<br />-Nightmare to control land and naval battles<br />-Units are unclear on their purpose, strengths and weaknesses<br />-Unit replenishment takes longer and is no longer player controlled<br />-New defense requires ALL control points be held by defender constantly, loss of one means loss of the battle.<br /><br />Technical Stuff:<br />The game is FAR FAR more stable right out of the gate then Empire was. My system is top-spec and had problems getting Empire to run, and had to be rolled back. Not a problem with Shogun, everything worked as advertised right off the bat.<br /><br />Campaign Gameplay:<br />-The campaign is more of the same from TW, again though, the campaign (and battle) controls have been tweaked just enough around the HUD for there to be disorientation when you switch from Rome, or Empire. I was not a fan of the constantly retooled HUD, since it makes swapping game to game more difficult for loyal players.<br />-The campaign elements are also slightly different, there aren't \""outlying towns\"" anymore than get built up, but you earn spaces inside your cities for you to build a variety of buildings on. There's more selections per space, but you won't be constantly looking for outlying, undeveloped areas.<br />-The campaign map also does away with repairing units directly. There's no more clicking \""rearm, retrain, restaff\"" unit and it just happens, now units have to sit and wait to naturally be retrained with new men. This can be annoying to those of us used to hell on wheels marches with massive land armies.<br /><br />Battle Gameplay:<br />-Land armies are nightmarishly hard to learn. In creating a game without \""supreme units\"" the designers have created units that seem unable to fight. No units seem to be very good at anything, and it seems to come down to massive bouts of throwing miscellaneous troops into warfare. The addition of tiered unit types using Japanese names, rather than easier to understand \""veteran\"" units or \""light infantry\"" and \""heavy infantry\"" designators just makes things harder on the player.<br /><br />-Naval Battles have completely declined into morasses of ships bumping into one another. Whereas Empire introduced naval warfare as a great and vibrant new field along with ships that could fight well, the ships in Shogun are are better left to fight \""auto-resolve\"" as controlling them in any meaningful way is daunting. I relished in naval battles in Empire, but hung-up my admiral's hat in Shogun for \""auto-resolve\"" unless I had cannon ships.<br /><br />-Defense in depth has become the word in laying siege to a city, or defending. The cities now are completely surroundable by the advanced AI of the game, and instead of high walls and towers/cannon you have tiered plateaus guarded by infantry, and occasionally oddly placed defensive buildings. Gates are good defenses, but walls are easily walked right over by infantry. Also gone are the \""take and hold the town-square\"" style battles, in favor of multiple positions around the town. I found it annoying to hold 5 of 6 positions, including the town center, and lose because I was repulsed off one defense position. Combine this with the nightmare of land armies smashing into one another, and defense against siege is just an annoyingly complex task, ill representing any of the players skill in the game.<br /><br />All in all I was very disappointed in the direction Shogun 2 took, and I find myself replaying Empire, Rome and Medieval Total War instead of bothering with the headaches of Shogun 2.",2012-02-16,684,extra_long,2012-02,games
US,22015347,R1O5Z7HZQYTOVB,B007ODIQJI,247220027,Separated by Words [Explicit],Digital_Music_Purchase,4,0,0,False,False,Leicester Bangs Review (2012):,"Anne Smith - Separated By Words (Independent)<br />Anne Smith is almost impossible to pigeonhole. The daughter of a pianist, she began taking lessons at six, and she's been writing and performing music for as long as she can remember. She also designs clothes and teaches music; she's a published writer and does her bit for charity (details on her website). Her sound and style of performance on \""Separated By Words\"" is a little easier to pin down, her jazzy folk style is certainly easy on the ear, but listen closely to the words, and you'll hear an artist with something say, and unafraid to ruffle a few feathers along the way.<br /><br />Apart from a winning way with words, we desire the following three attributes from songwriters: sincerity, honesty and authenticity. The first two I think we can reach our own conclusions about, and the latter is written about in serious books and discussed on late night arts shows. Also, it's probably overrated. Here, whether Smith is singing about the arcane mysteries of love (\""Not Enough Road\""), the prosaic, sometimes hurtful details of everyday interaction (\""Mary, Do You Love?\""), or the topics that cause universal concern (\""Tillman's Tale\"", \""Temporary Suicide\""), there's a sense that she's giving her all, telling it just as she sees it. In these troubled times, those are qualities worth seeking out.",2012-04-02,225,long,2012-04,music
US,16566439,R1GMA61RL6AIP2,B002R5B0WI,821581969,The Blood That Bonds (The II AM Trilogy Book 1),Digital_Ebook_Purchase,4,1,1,False,True,Solid Read! I enjoyed it,"The characters were engaging and the story kept me interested with a few clever twists and turns. For a free e-book, you can't go wrong. If you like vampire books, you will most likely enjoy this a great deal.",2012-02-14,39,short,2012-02,ebooks
